CardName,CardEffect,CardType,CardRace,Mana,Civilization,Power,Set,SetNum,ImageURL
Heaven's Gate,"■ Shield Trigger
■ Put up to 2 non-evolution light creatures that have ""blocker"" from your hand to the battle zone.",Spell,,6,Light,,DMD-08,8,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-8
"Bega, Vizier of Shadow","■ When you put this creature into the battle zone, add the top card of your deck to your shields face down. Then discard a card at random from your opponent's hand.",Creature,Initiate/Ghost,5,Light/Darkness,2000,DMD-08,16,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-16
"Ashliger, Holy Dark Beast","■ Multi
■ Your Angel Commands and your Demon Commands may cost up to 2 less to summon. They can't cost less than 1.",Creature,Shine Monster/Dark Monster,4,Light/Darkness,4500,DMD-08,14,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-14
Aquan Jr.'s Delivery,"■ Reveal the top 3 cards of your deck. Put all light and darkness cards from among them into your hand, and put the rest into your graveyard.",Spell,,3,Water,,DMD-08,13,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-13
Bone Dance Charger,"■ Put the top 2 cards of your deck into your graveyard.
■ Charger",Spell,,3,Darkness,,DMD-08,22,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-22
Wedding Gate,"■ Shield Trigger
■ Put up to 2 non-evolution, non-light Angel Command creatures from your hand into the battle zone.",Spell,,6,Darkness,,DMD-08,23,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-23
Heaven's Double Tail,"■ Shield Trigger
■ Choose one of the following. If you have an Angel Command in the battle zone, you may choose both:
:► Choose up to 2 of your opponent's creatures in the battle zone and tap them.
:► Add the top card of your deck to your shields face down.",Spell,,6,Light,,DMD-08,6,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-6
"Wagahai Cat, Destiny Elemental","■ Blocker
■ This creature can't attack players.
■ When you put this creature into the battle zone, you may add one of your non-evolution Commands in the battle zone to your shields face down. If you do, your opponent adds one of their Commands in the battle zone to their shields face down.",Creature,Angel Command,6,Light,5500,DMD-08,4,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-4
"Kibbate Cat, Heaven's Gate Elemental","■ Blocker
■ This creature can't attack players.
■ When you put this creature into the battle zone, look at the top 4 cards of your deck. You may take a card that has ""Heaven's"" in its name from your deck, show that card to your opponent, and put it into your hand. Then put the rest on the bottom of your deck in any order.",Creature,Angel Command/Unnoise,4,Light,4000,DMD-08,5,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-5
"Kariisabira, Magical Heaven of Toasting","■ End Step
■ Double Breaker",Creature,Angel Command/Unnoise,5,Darkness,6000,DMD-08,20,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-20
Codenight Star in the Love,"■ When you put this creature into the battle zone, you may destroy all other creatures. If you do, put all your shields into your graveyard. 
■ Triple Breaker",Creature,Angel Command/Unknown,9,Darkness,13000,DMD-08,17,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-17
Trueangel Leo the Star,"■ Evolution―Put on one of your Angel Commands.
■ Blocker
■ Triple Breaker
■ Whenever your other Angel Commands would leave the battle zone, they stay in the battle zone instead.",Evolution Creature,Angel Command/Unknown/Hunter,9,Light,12000,DMD-08,1,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-1
Truename Baulion,"■ Blocker
■ When you put this creature into the battle zone, you may return up to 2 spells from your graveyard to your hand.
■ Double Breaker",Creature,Angel Command/Unknown,8,Light,8000,DMD-08,2,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-2
Heaven's Cube,"■ Shield Trigger
■ Search your deck. You may take a spell from your deck, show that spell to your opponent, and put it into your hand. Then shuffle your deck.",Spell,,3,Light,,DMD-08,7,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-7
"Chulal Reis, Black Tie of Heaven Descent","■ Whenever this creature attacks, you may put one of your shields into your graveyard. If you do, draw 2 cards.",Creature,Angel Command/Unnoise,4,Darkness,4000,DMD-08,21,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-08-21
Terror Pit,"■ Shield Trigger
■ Destroy one of your opponent's creatures.",Spell,,6,Darkness,,DMD-10,10,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-10-10
"Magris, Vizier of Magnetism","■ When you put this creature into the battle zone, you may draw a card.",Creature,Initiate,4,Light,3000,DMD-10,12,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-10-12
Inferno Sign,"■ Shield Trigger
■ Put a non-evolution creature that costs 7 or less from your graveyard into the battle zone.",Spell,,5,Darkness,,DMD-10,11,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-10-11
Darkness Southern,"■ Shield Trigger
■ When you put this creature into the battle zone, each of your opponent's creatures gets -1000 power until the End Step",Creature,Dark Monster,5,Darkness,3000,DMD-10,13,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-10-13
"Corteo, Spirit Knight","■ Shield Trigger
■ When you put this creature into the battle zone, for each of your creatures in the battle zone, you may choose one of your opponent's creatures in the battle zone and tap it.",Creature,Arc Seraphim/Origin,7,Light,2000,DMD-10,9,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-10-9
Dondon Digging Now,"■ Shield Trigger
■ Return a creature from your graveyard to your hand. If a light or nature creature was returned in this way, you may draw a card.",Spell,,3,Darkness,,DMD-10,14,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-10-14
"Saicho, Satori's Oracle","■ For each of your other colorless creatures in the battle zone, this creature gets +5000 power and breaks an additional shield.",Creature,Oracle,6,Colorless,5000+,DMD-10,8,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-10-8
"Zorro Star, Izanai's Tactician",■ At the End Step,Creature,Oracle,5,Light/Darkness,2000,DMD-10,3,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-10-3
Terror Pit,"■ Shield Trigger
■ Destroy one of your opponent's creatures.",Spell,,6,Darkness,,DMD-12,c17,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-c17
"Skysword, the Savage Vizier","■ Multi
■ When you put this creature into the battle zone, put the top card of your deck into your mana zone. Then add the top card of your deck to your shields face down.",Creature,Beast Folk/Initiate,5,Light/Nature,2000,DMD-12,20c,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-20c
"Ragmal, Spirit Knight","■ When you put this creature into the battle zone, choose one of your creatures in the battle zone and put it into your mana zone. Then your opponent chooses one of their creatures in the battle zone and puts it into its owner's mana zone.",Creature,Arc Seraphim,4,Nature,3000,DMD-12,c19,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-c19
"Chief De Baula, Machine King of Mystic Light","■ Blocker
■ This creature can't attack players.
■ When you put this creature into the battle zone, you may return a spell from your graveyard to your hand.",Creature,Great Mecha King/Knight,4,Light,4000,DMD-12,c14,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-c14
"Death Gate, Gate of Hell","■ Shield Trigger
■ Destroy one of your opponent's untapped creatures. You may put a non-evolution creature that costs less than the destroyed creature from your graveyard into the battle zone.",Spell,,6,Darkness,,DMD-12,c16,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-c16
DNA Spark,"■ Shield Trigger
■ Tap all your opponent's creatures in the battle zone. 
■ If you have 2 shields or less, you may shieldify the top card of your deck.",Spell,,6,Light,,DMD-12,c15,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-c15
Prelude of Horror,"■ This turn, the next colorless creature you summon may cost up to 5 less.",Spell,,3,Colorless,,DMD-12,c18,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-c18
Truename Academian,"■ When you put this creature into the battle zone, you may choose a creature in the battle zone and return it to its owner's hand. 
■ Double Breaker",Creature,Liquid People/Unknown,7,Colorless,7000,DMD-12,b7,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-b7
Truename Rihanna Glory,"■ Blocker
■ Whenever your opponent would choose a creature in the battle zone, they Unchoosable
■ While your opponent has a psychic creature in the battle zone, your creatures Win All Battles
■ Double Breaker",Creature,Mecha Del Sol/Unknown,7,Colorless,6000,DMD-12,b8,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-b8
Pixie Life,■ Put the top card of your deck into your mana zone. Then you may return a colorless card from your mana zone to your hand.,Spell,,2,Nature,,DMD-12,c21,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-c21
"Pearljam, Faerie Left God","■ When you put this creature into the battle zone or when this creature is linked with a God, put the top card of your deck into your mana zone. 
■ Double Breaker
■ Left God Link
■ While this creature is linked, this creature breaks an additional shield.",Creature,God Nova/Snow Faerie,6,Colorless,6000+,DMD-12,a3,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-a3
"Nirvana, Spirit Knight Right God","■ When you put this creature into the battle zone, or when this creature is linked with a God, you may choose one of your opponent's creatures in the battle zone and tap it. 
■ Double Breaker
■ Right God Link",Creature,God Nova/Arc Seraphim,6,Colorless,6000+,DMD-12,a4,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-a4
Izumo,■ Center God Link,Creature,God Nova/Oracle,5,Colorless,5000+,DMD-12,a5,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-a5
Oracle Jewel of Control,"■ Shield Trigger
■ Destroy one of your opponent's untapped creatures.
■ Tap all your opponent's creatures in the battle zone.",Spell,,8,Light/Darkness,,DMD-12,c13,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-12-c13
Terror Pit,"■ Shield Trigger
■ Destroy one of your opponent's creatures.",Spell,,6,Darkness,,DMD-14,12,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-14-12
Aqua Surfer,"■ Shield Trigger
■ When you put this creature into the battle zone, you may choose a creature in the battle zone and return it to its owner's hand.",Creature,Liquid People,6,Water,2000,DMD-14,11,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-14-11
Energy Stream,■ Draw 2 cards.,Spell,,3,Water,,DMD-14,13,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-14-13
Cyber N World,"■ Double Breaker
■ When you put this creature into the battle zone, each player shuffles their hand and graveyard into their deck. Then each player draws 5 cards.",Creature,Cyber Command,6,Water,6000,DMD-14,10,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-14-10
"Loud Park, True Flashing Right God","■ Blocker
■ While this creature isn't linked, it can't attack.
■ When you put this creature, put the top 3 cards of your deck into your graveyard. Then you may return a God Nova OMG from your graveyard to your hand.
■ Right God Link",Creature,God Nova OMG/Zombie Dragon,4,Darkness,3000+,DMD-14,5,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-14-5
Terror Pit,"■ Shield Trigger
■ Destroy one of your opponent's creatures.",Spell,,6,Darkness,,DMD-19,18,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-19-18
"Dulanzames, Jet-Black War Demon","■ Gravity Zero
■  When you put this creature into the battle zone, return all creatures in your graveyard to your hand.
■ Triple Breaker",Creature,Demon Command,12,Darkness,12000,DMD-19,14,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-19-14
Hyperspatial Emperor Hole,"■ Choose one of your opponent's creatures in the battle zone. That creature gets -2000 power until the End Step
■ Put a Darkness psychic creature that costs 9 or less from your hyperspatial zone into the battle zone. Hyperspatial Psychic",Spell,,5,Darkness,,DMD-19,9,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-19-9
"Dias Zeta, the Temporal Suppressor","■ Annihilating Soul Recall 4 ''(Whenever this creature attacks, you may choose 4 cards from your opponent's graveyard, your graveyard, or 4 cards from both graveyards. Put the chosen cards on the bottom of their owner's deck in any order. For each 4 cards chosen, you may use the following Icon
■ Double Breaker
■ Awaken—End Step",Psychic Creature,Demon Command/Zombie Dragon,8,Darkness,7000,DMD-19,12a,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-19-12a
"Diabolos Zeta, Annihilation Awakened","■ Quattro Breaker
■ Each of your opponent's creatures gets -5000 power.
■ Each of your other creatures gets +5000 power.
■ Release",Psychic Creature,Demon Command,16,Darkness,18000,DMD-19,12b,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-19-12b
Hyperspatial Romanov Hole,"■ Your opponent chooses one of their creatures and destroys it. 
■ Put a Darkness psychic creature that costs 10 or less from your hyperspatial zone into the battle zone. 
■ Hyperspatial Psychic",Spell,,7,Darkness,,DMD-19,17,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-19-17
"Black Ganveet, Temporal Wicked Soldier","■ When you put this creature into the battle zone, destroy one of your opponent's tapped creatures.
■ Awaken—At the end of your opponent's turn, if your opponent has no cards in their hand, Darkness Ganveet, the Assassin Awakened",Psychic Creature,Demon Command,7,Darkness,5000,DMD-19,15a,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-19-15a
"Darkness Ganveet, the Assassin Awakened","■ Whenever this creature attacks, your opponent chooses a card in their hand and discards it, then chooses one of their creatures and destroys it.
■ Double Breaker",Psychic Creature,Demon Command,13,Darkness,9000,DMD-19,15b,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-19-15b
"Jenny, the Suicide Doll","■ When you put this creature, you may destroy this creature. If you do, your opponent discards a card at random from their hand.",Creature,Death Puppet,2,Darkness,1000,DMD-19,21,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMD-19-21
